transcript_id	gene_id	gene_name
ENST00000426024	ENSG00000227755	AP000344.4
ENST00000320372	ENSG00000178248	AP000345.1
ENST00000432249	ENSG00000225413	AP000345.4
ENST00000629869	ENSG00000280623	PCAT14
ENST00000626825	ENSG00000280623	PCAT14
ENST00000627127	ENSG00000280623	PCAT14
ENST00000454863	ENSG00000224277	AP000345.2
ENST00000458318	ENSG00000224277	AP000345.2
ENST00000249053	ENSG00000128322	IGLL1
ENST00000330377	ENSG00000128322	IGLL1
ENST00000438703	ENSG00000128322	IGLL1
ENST00000608615	ENSG00000272733	KB-208E9.1
ENST00000614827	ENSG00000278655	KB-1572G7.5
ENST00000317749	ENSG00000189269	DRICH1
ENST00000614553	ENSG00000189269	DRICH1
ENST00000622821	ENSG00000275609	KB-1572G7.4
ENST00000390329	ENSG00000211683	KB-1572G7.3
ENST00000430357	ENSG00000228315	GUSBP11
ENST00000455485	ENSG00000228315	GUSBP11
ENST00000452737	ENSG00000228315	GUSBP11
ENST00000451837	ENSG00000228315	GUSBP11
ENST00000422506	ENSG00000228315	GUSBP11
ENST00000445682	ENSG00000228315	GUSBP11
ENST00000430707	ENSG00000234353	AP000347.4
ENST00000425948	ENSG00000234353	AP000347.4
ENST00000428790	ENSG00000244723	ASLP1
ENST00000423913	ENSG00000273000	KB-1572G7.2
ENST00000421064	ENSG00000273000	KB-1572G7.2
ENST00000434893	ENSG00000273000	KB-1572G7.2
ENST00000417194	ENSG00000272578	AP000347.2
ENST00000435868	ENSG00000272578	AP000347.2
ENST00000438858	ENSG00000272578	AP000347.2
ENST00000458554	ENSG00000272578	AP000347.2
ENST00000451919	ENSG00000272578	AP000347.2
ENST00000437862	ENSG00000272578	AP000347.2
ENST00000432595	ENSG00000272578	AP000347.2
ENST00000444220	ENSG00000272578	AP000347.2
ENST00000437294	ENSG00000272578	AP000347.2
ENST00000441897	ENSG00000159496	RGL4
ENST00000401461	ENSG00000159496	RGL4
ENST00000290691	ENSG00000159496	RGL4
ENST00000615003	ENSG00000159496	RGL4
ENST00000612432	ENSG00000159496	RGL4
ENST00000460003	ENSG00000159496	RGL4
ENST00000423392	ENSG00000159496	RGL4
ENST00000467354	ENSG00000159496	RGL4
ENST00000452208	ENSG00000159496	RGL4
ENST00000460167	ENSG00000159496	RGL4
ENST00000341976	ENSG00000187792	ZNF70
ENST00000398465	ENSG00000128218	VPREB3
ENST00000248948	ENSG00000128218	VPREB3
ENST00000498542	ENSG00000169314	C22orf15
ENST00000477921	ENSG00000169314	C22orf15
ENST00000402217	ENSG00000169314	C22orf15
ENST00000305199	ENSG00000169314	C22orf15
ENST00000382821	ENSG00000169314	C22orf15
ENST00000520222	ENSG00000250479	CHCHD10
ENST00000401675	ENSG00000250479	CHCHD10
ENST00000484558	ENSG00000250479	CHCHD10
ENST00000523865	ENSG00000250479	CHCHD10
ENST00000517886	ENSG00000250479	CHCHD10
ENST00000465385	ENSG00000099953	MMP11
ENST00000477567	ENSG00000099953	MMP11
ENST00000489582	ENSG00000099953	MMP11
ENST00000215743	ENSG00000099953	MMP11
ENST00000465730	ENSG00000099953	MMP11
ENST00000428253	ENSG00000099953	MMP11
ENST00000437086	ENSG00000099953	MMP11
ENST00000460352	ENSG00000099953	MMP11
ENST00000434318	ENSG00000099953	MMP11
ENST00000493132	ENSG00000099953	MMP11
ENST00000492464	ENSG00000099953	MMP11
ENST00000488363	ENSG00000099953	MMP11
ENST00000480185	ENSG00000099953	MMP11
ENST00000624319	ENSG00000280178	AP000349.2
ENST00000417137	ENSG00000099956	SMARCB1
ENST00000344921	ENSG00000099956	SMARCB1
ENST00000263121	ENSG00000099956	SMARCB1
ENST00000407422	ENSG00000099956	SMARCB1
ENST00000407082	ENSG00000099956	SMARCB1
ENST00000634926	ENSG00000099956	SMARCB1
ENST00000635578	ENSG00000099956	SMARCB1
ENST00000491967	ENSG00000099956	SMARCB1
ENST00000477836	ENSG00000099956	SMARCB1
ENST00000464023	ENSG00000099958	DERL3
ENST00000406855	ENSG00000099958	DERL3
ENST00000404056	ENSG00000099958	DERL3
ENST00000290730	ENSG00000099958	DERL3
ENST00000493596	ENSG00000099958	DERL3
ENST00000464034	ENSG00000099958	DERL3
ENST00000488272	ENSG00000099958	DERL3
ENST00000318109	ENSG00000099958	DERL3
ENST00000476077	ENSG00000099958	DERL3
ENST00000464110	ENSG00000099958	DERL3
ENST00000609825	ENSG00000272973	KB-1125A3.11
ENST00000345044	ENSG00000133460	SLC2A11
ENST00000403208	ENSG00000133460	SLC2A11
ENST00000398356	ENSG00000133460	SLC2A11
ENST00000405847	ENSG00000133460	SLC2A11
ENST00000467660	ENSG00000133460	SLC2A11
ENST00000405286	ENSG00000133460	SLC2A11
ENST00000255830	ENSG00000133460	SLC2A11
ENST00000489322	ENSG00000133460	SLC2A11
ENST00000440493	ENSG00000133460	SLC2A11
ENST00000473740	ENSG00000133460	SLC2A11
ENST00000611880	ENSG00000133460	SLC2A11
ENST00000492516	ENSG00000133460	SLC2A11
ENST00000423972	ENSG00000133460	SLC2A11
ENST00000418102	ENSG00000133460	SLC2A11
ENST00000491948	ENSG00000133460	SLC2A11
ENST00000436643	ENSG00000133460	SLC2A11
ENST00000405340	ENSG00000133460	SLC2A11
ENST00000461809	ENSG00000133460	SLC2A11
ENST00000316185	ENSG00000133460	SLC2A11
ENST00000482576	ENSG00000133460	SLC2A11
ENST00000472526	ENSG00000133460	SLC2A11
ENST00000473357	ENSG00000133460	SLC2A11
ENST00000486907	ENSG00000133460	SLC2A11
ENST00000433835	ENSG00000251357	AP000350.10
ENST00000624923	ENSG00000279467	KB-1125A3.12
ENST00000491172	ENSG00000244425	RN7SL268P
ENST00000215754	ENSG00000240972	MIF
ENST00000465752	ENSG00000240972	MIF
ENST00000498385	ENSG00000240972	MIF
ENST00000406213	ENSG00000218537	MIF-AS1
ENST00000609510	ENSG00000273295	AP000350.5
ENST00000439492	ENSG00000225282	AP000350.6
ENST00000443377	ENSG00000206090	AP000350.7
ENST00000440099	ENSG00000231271	AP000350.8
ENST00000290765	ENSG00000133433	GSTT2B
ENST00000404172	ENSG00000133433	GSTT2B
ENST00000423307	ENSG00000228039	KB-1125A3.10
ENST00000215770	ENSG00000099974	DDTL
ENST00000609736	ENSG00000272787	KB-226F1.2
ENST00000398344	ENSG00000099977	DDT
ENST00000350608	ENSG00000099977	DDT
ENST00000428792	ENSG00000099977	DDT
ENST00000404092	ENSG00000099977	DDT
ENST00000444947	ENSG00000099977	DDT
ENST00000403754	ENSG00000099977	DDT
ENST00000430101	ENSG00000099977	DDT
ENST00000506097	ENSG00000250470	AP000351.3
ENST00000402588	ENSG00000099984	GSTT2
ENST00000634759	ENSG00000099984	GSTT2
ENST00000621118	ENSG00000099984	GSTT2
ENST00000437021	ENSG00000224205	AP000351.4
ENST00000611600	ENSG00000276950	GSTTP1
ENST00000612717	ENSG00000276950	GSTTP1
ENST00000621179	ENSG00000276950	GSTTP1
ENST00000617532	ENSG00000276950	GSTTP1
ENST00000612817	ENSG00000276950	GSTTP1
ENST00000617461	ENSG00000276950	GSTTP1
ENST00000440539	ENSG00000235689	AP000351.13
ENST00000454754	ENSG00000099991	CABIN1
ENST00000263119	ENSG00000099991	CABIN1
ENST00000617531	ENSG00000099991	CABIN1
ENST00000405822	ENSG00000099991	CABIN1
ENST00000445422	ENSG00000099991	CABIN1
ENST00000398319	ENSG00000099991	CABIN1
ENST00000474981	ENSG00000099991	CABIN1
ENST00000484593	ENSG00000099991	CABIN1
ENST00000496016	ENSG00000099991	CABIN1
ENST00000467937	ENSG00000099991	CABIN1
ENST00000337989	ENSG00000099991	CABIN1
ENST00000495121	ENSG00000099991	CABIN1
ENST00000485008	ENSG00000099991	CABIN1
ENST00000459824	ENSG00000099991	CABIN1
ENST00000444093	ENSG00000232545	KB-318B8.7
ENST00000358321	ENSG00000099994	SUSD2
ENST00000463101	ENSG00000099994	SUSD2
ENST00000263112	ENSG00000099998	GGT5
ENST00000327365	ENSG00000099998	GGT5
ENST00000425408	ENSG00000099998	GGT5
ENST00000398292	ENSG00000099998	GGT5
ENST00000424217	ENSG00000099998	GGT5
ENST00000623756	ENSG00000099998	GGT5
ENST00000402176	ENSG00000230712	GGTLC4P
ENST00000414583	ENSG00000128262	POM121L9P
ENST00000441984	ENSG00000128262	POM121L9P
ENST00000419222	ENSG00000128262	POM121L9P
ENST00000444246	ENSG00000225098	BCRP1
ENST00000396982	ENSG00000215464	AP000354.2
ENST00000437398	ENSG00000100014	SPECC1L
ENST00000421374	ENSG00000100014	SPECC1L
ENST00000314328	ENSG00000100014	SPECC1L
ENST00000416735	ENSG00000100014	SPECC1L
ENST00000541492	ENSG00000100014	SPECC1L
ENST00000440893	ENSG00000100014	SPECC1L
ENST00000472799	ENSG00000100014	SPECC1L
ENST00000358654	ENSG00000258555	SPECC1L-ADORA2A
ENST00000467385	ENSG00000128271	ADORA2A
ENST00000486351	ENSG00000128271	ADORA2A
ENST00000424232	ENSG00000128271	ADORA2A
ENST00000611543	ENSG00000128271	ADORA2A
ENST00000486108	ENSG00000128271	ADORA2A
ENST00000464977	ENSG00000128271	ADORA2A
ENST00000444262	ENSG00000128271	ADORA2A
ENST00000496258	ENSG00000128271	ADORA2A
ENST00000337539	ENSG00000128271	ADORA2A
ENST00000496497	ENSG00000128271	ADORA2A
ENST00000472248	ENSG00000128271	ADORA2A
ENST00000610595	ENSG00000128271	ADORA2A
ENST00000618076	ENSG00000128271	ADORA2A
ENST00000436735	ENSG00000128271	ADORA2A
ENST00000439591	ENSG00000128271	ADORA2A
ENST00000326341	ENSG00000178803	ADORA2A-AS1
ENST00000427813	ENSG00000178803	ADORA2A-AS1
ENST00000412790	ENSG00000178803	ADORA2A-AS1
ENST00000415388	ENSG00000100024	UPB1
ENST00000326010	ENSG00000100024	UPB1
ENST00000382760	ENSG00000100024	UPB1
ENST00000498140	ENSG00000100024	UPB1
ENST00000486043	ENSG00000100024	UPB1
ENST00000432032	ENSG00000228923	AP000355.2
ENST00000621833	ENSG00000138867	GUCD1
ENST00000407471	ENSG00000138867	GUCD1
ENST00000435822	ENSG00000138867	GUCD1
ENST00000398245	ENSG00000138867	GUCD1
ENST00000490922	ENSG00000138867	GUCD1
ENST00000404664	ENSG00000138867	GUCD1
ENST00000447813	ENSG00000138867	GUCD1
ENST00000402766	ENSG00000138867	GUCD1
ENST00000493099	ENSG00000138867	GUCD1
ENST00000480272	ENSG00000138867	GUCD1
ENST00000407973	ENSG00000138867	GUCD1
ENST00000468170	ENSG00000138867	GUCD1
ENST00000490810	ENSG00000138867	GUCD1
ENST00000215829	ENSG00000100028	SNRPD3
ENST00000468770	ENSG00000100028	SNRPD3
ENST00000402849	ENSG00000100028	SNRPD3
ENST00000404603	ENSG00000100028	SNRPD3
ENST00000439775	ENSG00000100028	SNRPD3
ENST00000248923	ENSG00000100031	GGT1
ENST00000456869	ENSG00000100031	GGT1
ENST00000411974	ENSG00000100031	GGT1
ENST00000412658	ENSG00000100031	GGT1
ENST00000445029	ENSG00000100031	GGT1
ENST00000419133	ENSG00000100031	GGT1
ENST00000400382	ENSG00000100031	GGT1
ENST00000438643	ENSG00000100031	GGT1
ENST00000452551	ENSG00000100031	GGT1
ENST00000412898	ENSG00000100031	GGT1
ENST00000400380	ENSG00000100031	GGT1
ENST00000455483	ENSG00000100031	GGT1
ENST00000430289	ENSG00000100031	GGT1
ENST00000447416	ENSG00000100031	GGT1
ENST00000432867	ENSG00000100031	GGT1
ENST00000451366	ENSG00000100031	GGT1
ENST00000428855	ENSG00000100031	GGT1
ENST00000425895	ENSG00000100031	GGT1
ENST00000474191	ENSG00000100031	GGT1
ENST00000487766	ENSG00000100031	GGT1
ENST00000466310	ENSG00000100031	GGT1
ENST00000401885	ENSG00000100031	GGT1
ENST00000404532	ENSG00000100031	GGT1
ENST00000403838	ENSG00000100031	GGT1
ENST00000404223	ENSG00000100031	GGT1
ENST00000404920	ENSG00000100031	GGT1
ENST00000490087	ENSG00000100031	GGT1
ENST00000318753	ENSG00000178026	LRRC75B
ENST00000446942	ENSG00000178026	LRRC75B
ENST00000491910	ENSG00000178026	LRRC75B
ENST00000404045	ENSG00000178026	LRRC75B
ENST00000460524	ENSG00000178026	LRRC75B
ENST00000495297	ENSG00000178026	LRRC75B
ENST00000465334	ENSG00000178026	LRRC75B
ENST00000464490	ENSG00000178026	LRRC75B
ENST00000438893	ENSG00000230947	AP000356.2
ENST00000447261	ENSG00000215481	BCRP3
ENST00000621462	ENSG00000215481	BCRP3
ENST00000382243	ENSG00000215481	BCRP3
ENST00000611425	ENSG00000215481	BCRP3
ENST00000614808	ENSG00000215481	BCRP3
ENST00000436994	ENSG00000224124	POM121L10P
ENST00000430731	ENSG00000224806	ARL5AP4
ENST00000409926	ENSG00000224334	AP000357.4
ENST00000633827	ENSG00000282012	LL22NC03-N95F10.1
ENST00000456260	ENSG00000237601	AP000358.5
ENST00000442565	ENSG00000182351	CRIP1P4
ENST00000332271	ENSG00000184571	PIWIL3
ENST00000616349	ENSG00000184571	PIWIL3
ENST00000533313	ENSG00000184571	PIWIL3
ENST00000527701	ENSG00000184571	PIWIL3
ENST00000532537	ENSG00000184571	PIWIL3
ENST00000610372	ENSG00000167037	SGSM1
ENST00000400358	ENSG00000167037	SGSM1
ENST00000470591	ENSG00000167037	SGSM1
ENST00000400359	ENSG00000167037	SGSM1
ENST00000473458	ENSG00000167037	SGSM1
ENST00000480523	ENSG00000167037	SGSM1
ENST00000362913	ENSG00000199783	SNORD56
ENST00000407886	ENSG00000206069	TMEM211
ENST00000423535	ENSG00000206069	TMEM211
ENST00000406486	ENSG00000197077	KIAA1671
ENST00000358431	ENSG00000197077	KIAA1671
ENST00000494730	ENSG00000197077	KIAA1671
ENST00000461374	ENSG00000197077	KIAA1671
ENST00000401395	ENSG00000197077	KIAA1671
ENST00000637069	ENSG00000197077	KIAA1671
ENST00000623888	ENSG00000279085	CTA-243E7.4
ENST00000624101	ENSG00000279548	CTA-243E7.3
ENST00000623239	ENSG00000279006	CTA-243E7.2
ENST00000623980	ENSG00000279110	CTA-243E7.1
ENST00000366110	ENSG00000203280	CTA-221G9.12
ENST00000604037	ENSG00000271181	CTA-221G9.10
ENST00000215855	ENSG00000100053	CRYBB3
ENST00000404334	ENSG00000100053	CRYBB3
ENST00000454253	ENSG00000236641	CTA-221G9.7
ENST00000398215	ENSG00000244752	CRYBB2
ENST00000623422	ENSG00000279298	CTA-221G9.11
ENST00000411511	ENSG00000233577	RP3-462D8.2
ENST00000432495	ENSG00000233577	RP3-462D8.2
ENST00000412472	ENSG00000206066	IGLL3P
ENST00000433457	ENSG00000230637	CTA-246H3.8
ENST00000434827	ENSG00000231466	CTA-246H3.11
ENST00000467672	ENSG00000100068	LRP5L
ENST00000610821	ENSG00000100068	LRP5L
ENST00000402859	ENSG00000100068	LRP5L
ENST00000444995	ENSG00000100068	LRP5L
ENST00000402785	ENSG00000100068	LRP5L
ENST00000474163	ENSG00000100068	LRP5L
ENST00000484509	ENSG00000100068	LRP5L
ENST00000468442	ENSG00000100068	LRP5L
ENST00000609330	ENSG00000272942	CTA-246H3.12
ENST00000609964	ENSG00000272798	CTA-390C10.9
ENST00000603243	ENSG00000271138	IGLVIVOR22-1
ENST00000382734	ENSG00000100058	CRYBB2P1
ENST00000415709	ENSG00000100058	CRYBB2P1
ENST00000354451	ENSG00000100058	CRYBB2P1
ENST00000509460	ENSG00000100058	CRYBB2P1
ENST00000609084	ENSG00000100058	CRYBB2P1
ENST00000609513	ENSG00000100058	CRYBB2P1
ENST00000615588	ENSG00000277872	MIR6817
ENST00000609475	ENSG00000272977	CTA-390C10.10
ENST00000412773	ENSG00000234884	CTA-407F11.8
ENST00000422876	ENSG00000234884	CTA-407F11.8
ENST00000453811	ENSG00000234884	CTA-407F11.8
ENST00000324198	ENSG00000100077	GRK3
ENST00000619906	ENSG00000100077	GRK3
ENST00000455558	ENSG00000100077	GRK3
ENST00000413494	ENSG00000237387	CTA-407F11.7
ENST00000418510	ENSG00000224003	YES1P1
ENST00000410653	ENSG00000222585	RNA5SP494
ENST00000536101	ENSG00000133454	MYO18B
ENST00000335473	ENSG00000133454	MYO18B
ENST00000407587	ENSG00000133454	MYO18B
ENST00000539302	ENSG00000133454	MYO18B
ENST00000418374	ENSG00000133454	MYO18B
ENST00000534908	ENSG00000133454	MYO18B
ENST00000536204	ENSG00000133454	MYO18B
ENST00000539544	ENSG00000133454	MYO18B
ENST00000543971	ENSG00000133454	MYO18B
ENST00000540454	ENSG00000133454	MYO18B
ENST00000624255	ENSG00000278960	CTA-407F11.9
ENST00000453457	ENSG00000231933	CTA-125H2.2
ENST00000600211	ENSG00000231933	CTA-125H2.2
ENST00000597284	ENSG00000231933	CTA-125H2.2
ENST00000595102	ENSG00000231933	CTA-125H2.2
ENST00000593715	ENSG00000231933	CTA-125H2.2
ENST00000594585	ENSG00000231933	CTA-125H2.2
ENST00000609157	ENSG00000231933	CTA-125H2.2
ENST00000597614	ENSG00000231933	CTA-125H2.2
ENST00000599080	ENSG00000231933	CTA-125H2.2
ENST00000597548	ENSG00000231933	CTA-125H2.2
ENST00000596813	ENSG00000231933	CTA-125H2.2
ENST00000609820	ENSG00000231933	CTA-125H2.2
ENST00000608921	ENSG00000231933	CTA-125H2.2
ENST00000608507	ENSG00000231933	CTA-125H2.2
ENST00000608115	ENSG00000231933	CTA-125H2.2
ENST00000609570	ENSG00000231933	CTA-125H2.2
ENST00000609275	ENSG00000231933	CTA-125H2.2
ENST00000609889	ENSG00000231933	CTA-125H2.2
ENST00000608257	ENSG00000231933	CTA-125H2.2
ENST00000609809	ENSG00000231933	CTA-125H2.2
ENST00000609823	ENSG00000231933	CTA-125H2.2
ENST00000607895	ENSG00000231933	CTA-125H2.2
ENST00000594542	ENSG00000231933	CTA-125H2.2
ENST00000600269	ENSG00000231933	CTA-125H2.2
ENST00000599792	ENSG00000231933	CTA-125H2.2
ENST00000594856	ENSG00000231933	CTA-125H2.2
ENST00000600903	ENSG00000231933	CTA-125H2.2
ENST00000595093	ENSG00000231933	CTA-125H2.2
ENST00000436423	ENSG00000232464	CTA-125H2.1
ENST00000411124	ENSG00000223056	RN7SKP169
ENST00000440996	ENSG00000232050	CTA-125H2.3
ENST00000420391	ENSG00000236464	CTA-796E4.3
ENST00000434510	ENSG00000229770	CTA-796E4.4
ENST00000404234	ENSG00000100095	SEZ6L
ENST00000529632	ENSG00000100095	SEZ6L
ENST00000360929	ENSG00000100095	SEZ6L
ENST00000629590	ENSG00000100095	SEZ6L
ENST00000248933	ENSG00000100095	SEZ6L
ENST00000343706	ENSG00000100095	SEZ6L
ENST00000403121	ENSG00000100095	SEZ6L
ENST00000402979	ENSG00000100095	SEZ6L
ENST00000483291	ENSG00000100095	SEZ6L
ENST00000494013	ENSG00000100095	SEZ6L
ENST00000414989	ENSG00000224192	RP11-259P1.1
ENST00000516458	ENSG00000252267	RNA5SP495
ENST00000450463	ENSG00000230203	CTB-1048E9.7
ENST00000215906	ENSG00000128203	ASPHD2
ENST00000519774	ENSG00000100099	HPS4
ENST00000493455	ENSG00000100099	HPS4
ENST00000491142	ENSG00000100099	HPS4
ENST00000398145	ENSG00000100099	HPS4
ENST00000429411	ENSG00000100099	HPS4
ENST00000464362	ENSG00000100099	HPS4
ENST00000402105	ENSG00000100099	HPS4
ENST00000336873	ENSG00000100099	HPS4
ENST00000439453	ENSG00000100099	HPS4
ENST00000466781	ENSG00000100099	HPS4
ENST00000496385	ENSG00000100099	HPS4
ENST00000485842	ENSG00000100099	HPS4
ENST00000422379	ENSG00000100099	HPS4
ENST00000459918	ENSG00000100099	HPS4
ENST00000481910	ENSG00000100099	HPS4
ENST00000483631	ENSG00000100099	HPS4
ENST00000479064	ENSG00000100099	HPS4
ENST00000473782	ENSG00000100099	HPS4
ENST00000215917	ENSG00000100104	SRRD
ENST00000477945	ENSG00000100104	SRRD
ENST00000471799	ENSG00000100104	SRRD
ENST00000407690	ENSG00000100109	TFIP11
ENST00000619735	ENSG00000100109	TFIP11
ENST00000492137	ENSG00000100109	TFIP11
ENST00000407431	ENSG00000100109	TFIP11
ENST00000407148	ENSG00000100109	TFIP11
ENST00000405938	ENSG00000100109	TFIP11
ENST00000481357	ENSG00000100109	TFIP11
ENST00000450493	ENSG00000100109	TFIP11
ENST00000496523	ENSG00000100109	TFIP11
ENST00000493698	ENSG00000100109	TFIP11
ENST00000479489	ENSG00000100109	TFIP11
ENST00000472918	ENSG00000100109	TFIP11
ENST00000455080	ENSG00000100109	TFIP11
ENST00000418876	ENSG00000100109	TFIP11
ENST00000420242	ENSG00000100109	TFIP11
ENST00000440258	ENSG00000100109	TFIP11
ENST00000464449	ENSG00000100109	TFIP11
ENST00000566814	ENSG00000261188	CTA-445C9.14
ENST00000565764	ENSG00000261188	CTA-445C9.14
ENST00000338754	ENSG00000128294	TPST2
ENST00000398110	ENSG00000128294	TPST2
ENST00000403880	ENSG00000128294	TPST2
ENST00000445720	ENSG00000128294	TPST2
ENST00000442495	ENSG00000128294	TPST2
ENST00000454778	ENSG00000128294	TPST2
ENST00000440953	ENSG00000128294	TPST2
ENST00000453117	ENSG00000128294	TPST2
ENST00000450022	ENSG00000128294	TPST2
ENST00000408833	ENSG00000221760	MIR548J
ENST00000395823	ENSG00000213707	HMGB1P10
ENST00000215939	ENSG00000100122	CRYBB1
ENST00000354760	ENSG00000196431	CRYBA4
ENST00000466315	ENSG00000196431	CRYBA4
ENST00000425548	ENSG00000226912	ISCA2P1
ENST00000421867	ENSG00000225783	MIAT
ENST00000418918	ENSG00000225783	MIAT
ENST00000440347	ENSG00000225783	MIAT
ENST00000450203	ENSG00000225783	MIAT
ENST00000430483	ENSG00000225783	MIAT
ENST00000439738	ENSG00000225783	MIAT
ENST00000422403	ENSG00000225783	MIAT
ENST00000436238	ENSG00000225783	MIAT
ENST00000425476	ENSG00000225783	MIAT
ENST00000455640	ENSG00000225783	MIAT
ENST00000451141	ENSG00000225783	MIAT
ENST00000452429	ENSG00000225783	MIAT
ENST00000413665	ENSG00000225783	MIAT
ENST00000616469	ENSG00000225783	MIAT
ENST00000620145	ENSG00000225783	MIAT
ENST00000616213	ENSG00000225783	MIAT
ENST00000613780	ENSG00000225783	MIAT
ENST00000458302	ENSG00000225783	MIAT
ENST00000419237	ENSG00000225783	MIAT
ENST00000449717	ENSG00000225783	MIAT
ENST00000453023	ENSG00000225783	MIAT
ENST00000617016	ENSG00000278404	MIAT_exon1
ENST00000382641	ENSG00000206028	CTA-373H7.7
ENST00000618919	ENSG00000277941	MIAT_exon5_1
ENST00000613562	ENSG00000275942	MIAT_exon5_2
ENST00000444388	ENSG00000244625	MIATNB
ENST00000450963	ENSG00000244625	MIATNB
ENST00000449017	ENSG00000244625	MIATNB
ENST00000435162	ENSG00000244625	MIATNB
ENST00000437071	ENSG00000244625	MIATNB
ENST00000440816	ENSG00000244625	MIATNB
ENST00000421253	ENSG00000244625	MIATNB
ENST00000446336	ENSG00000244625	MIATNB
ENST00000417083	ENSG00000244625	MIATNB
ENST00000613656	ENSG00000276991	MIAT_exon5_3
ENST00000434868	ENSG00000223704	LINC01422
ENST00000422915	ENSG00000231369	RP1-40G4P.1
ENST00000447149	ENSG00000235271	LINC01422
ENST00000438113	ENSG00000235271	LINC01422
ENST00000623027	ENSG00000279440	CTA-992D9.11
ENST00000363573	ENSG00000200443	RNU6-1066P
ENST00000623814	ENSG00000279914	CTA-992D9.10
ENST00000624792	ENSG00000279848	CTA-992D9.9
ENST00000453934	ENSG00000236858	CTA-992D9.6
ENST00000623947	ENSG00000280025	CTA-992D9.8
ENST00000430468	ENSG00000231405	CTA-992D9.7
ENST00000427360	ENSG00000238195	CTA-503F6.2
ENST00000444114	ENSG00000233521	RP5-1172A22.1
ENST00000418271	ENSG00000233521	RP5-1172A22.1
ENST00000449126	ENSG00000233574	CTA-929C8.5
ENST00000454387	ENSG00000223726	CTA-929C8.7
ENST00000426467	ENSG00000226741	CTA-929C8.6
ENST00000413244	ENSG00000230051	CTA-929C8.8
ENST00000625043	ENSG00000280445	RP1-205F14P.1
ENST00000623572	ENSG00000280445	RP1-205F14P.1
ENST00000440477	ENSG00000227880	RP11-46E17.6
ENST00000415655	ENSG00000224027	RP1-231P7P.1
ENST00000440255	ENSG00000227838	RP1-213J1P__B.1
ENST00000422833	ENSG00000231495	RP1-213J1P__B.2
ENST00000417957	ENSG00000226169	RP11-375H17.1
ENST00000302326	ENSG00000169184	MN1
ENST00000424656	ENSG00000169184	MN1
ENST00000497225	ENSG00000169184	MN1
ENST00000335272	ENSG00000180957	PITPNB
ENST00000320996	ENSG00000180957	PITPNB
ENST00000455418	ENSG00000180957	PITPNB
ENST00000634017	ENSG00000180957	PITPNB
ENST00000477861	ENSG00000180957	PITPNB
ENST00000493007	ENSG00000180957	PITPNB
ENST00000415296	ENSG00000180957	PITPNB
ENST00000436663	ENSG00000180957	PITPNB
ENST00000465179	ENSG00000180957	PITPNB
ENST00000460566	ENSG00000180957	PITPNB
ENST00000471825	ENSG00000180957	PITPNB
ENST00000430853	ENSG00000235954	TTC28-AS1
ENST00000424161	ENSG00000235954	TTC28-AS1
ENST00000419253	ENSG00000235954	TTC28-AS1
ENST00000454741	ENSG00000235954	TTC28-AS1
ENST00000453632	ENSG00000235954	TTC28-AS1
ENST00000436996	ENSG00000235954	TTC28-AS1
ENST00000454996	ENSG00000235954	TTC28-AS1
ENST00000428818	ENSG00000235954	TTC28-AS1
ENST00000435348	ENSG00000235954	TTC28-AS1
ENST00000434221	ENSG00000235954	TTC28-AS1
ENST00000437713	ENSG00000235954	TTC28-AS1
ENST00000428858	ENSG00000235954	TTC28-AS1
ENST00000417381	ENSG00000235954	TTC28-AS1
ENST00000430525	ENSG00000235954	TTC28-AS1
ENST00000452612	ENSG00000235954	TTC28-AS1
ENST00000425112	ENSG00000235954	TTC28-AS1
ENST00000417497	ENSG00000235954	TTC28-AS1
ENST00000428584	ENSG00000235954	TTC28-AS1
ENST00000540665	ENSG00000235954	TTC28-AS1
ENST00000433317	ENSG00000235954	TTC28-AS1
ENST00000426594	ENSG00000235954	TTC28-AS1
ENST00000614690	ENSG00000277460	TTC28-AS1_1
ENST00000582434	ENSG00000264073	MIR3199-1
ENST00000636243	ENSG00000283225	MIR3199-2
ENST00000611117	ENSG00000276150	TTC28-AS1_2
ENST00000397906	ENSG00000100154	TTC28
ENST00000612946	ENSG00000100154	TTC28
ENST00000431039	ENSG00000100154	TTC28
ENST00000480563	ENSG00000100154	TTC28
ENST00000469670	ENSG00000100154	TTC28
ENST00000442232	ENSG00000100154	TTC28
ENST00000490475	ENSG00000100154	TTC28
ENST00000468807	ENSG00000100154	TTC28
ENST00000615579	ENSG00000274342	TTC28-AS1_3
ENST00000619378	ENSG00000276675	TTC28-AS1_4
ENST00000466709	ENSG00000239249	RN7SL757P
ENST00000364339	ENSG00000201209	SNORD42
ENST00000362927	ENSG00000199797	Y_RNA
ENST00000619803	ENSG00000276162	MIR5739
ENST00000579233	ENSG00000266503	RN7SL162P
ENST00000434810	ENSG00000183765	CHEK2
ENST00000456369	ENSG00000183765	CHEK2
ENST00000416671	ENSG00000183765	CHEK2
ENST00000348295	ENSG00000183765	CHEK2
ENST00000404276	ENSG00000183765	CHEK2
ENST00000328354	ENSG00000183765	CHEK2
ENST00000472807	ENSG00000183765	CHEK2
ENST00000405598	ENSG00000183765	CHEK2
ENST00000382580	ENSG00000183765	CHEK2
ENST00000448511	ENSG00000183765	CHEK2
ENST00000417588	ENSG00000183765	CHEK2
ENST00000433728	ENSG00000183765	CHEK2
ENST00000403642	ENSG00000183765	CHEK2
ENST00000402731	ENSG00000183765	CHEK2
