task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
200	26/506695	6158	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (UHRRep1)	CACHED	0	2024-10-17 13:56:34.318	2.3s	0ms	35.8%	3.1 MB	4.3 MB	193.2 KB	6.7 KB
194	83/128b9b	8816	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (UHRRep2)	CACHED	0	2024-10-17 13:56:41.083	2.7s	0ms	125.9%	7.5 MB	220.7 MB	25.8 MB	212.7 KB
193	68/19d186	17164	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	CACHED	0	2024-10-17 13:58:43.155	21.5s	20s	114.0%	663.3 MB	3.7 GB	68.5 MB	129.7 KB
196	a6/8b8d82	17024	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (HBRRep3)	CACHED	0	2024-10-17 13:57:01.727	1.8s	0ms	77.4%	3.1 MB	5.4 MB	1.4 MB	2.5 KB
202	3f/6ebb45	12741	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (HBRRep1)	CACHED	0	2024-10-17 13:56:51.743	2.4s	1s	128.6%	6.6 MB	219.3 MB	17 MB	5.3 KB
201	40/b69db1	9918	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (UHRRep1)	CACHED	0	2024-10-17 13:56:43.641	2.4s	1s	132.2%	6.6 MB	219.3 MB	34.7 MB	5.3 KB
203	eb/1d95a9	14713	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (UHRRep1)	CACHED	0	2024-10-17 13:56:55.736	2.2s	0ms	88.0%	3.1 MB	5.4 MB	1.4 MB	2.5 KB
198	f0/943726	9968	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (UHRRep1)	CACHED	0	2024-10-17 13:56:43.775	3.3s	1s	124.2%	7.3 MB	220.7 MB	34.7 MB	215 KB
207	79/37d62f	15621	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (HBRRep2)	CACHED	0	2024-10-17 13:56:57.930	1.8s	0ms	85.3%	3.1 MB	5.4 MB	1.4 MB	2.5 KB
204	07/4f93dc	2698	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (UHRRep3)	CACHED	0	2024-10-17 13:56:25.516	2.7s	0ms	79.1%	3.1 MB	5.4 MB	1.4 MB	2.5 KB
205	9f/00fc89	12626	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (HBRRep1)	CACHED	0	2024-10-17 13:56:51.255	2.5s	0ms	66.7%	3.1 MB	4.3 MB	189.5 KB	6.7 KB
212	a9/33e7ba	11608	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (HBRRep2)	CACHED	0	2024-10-17 13:56:49.181	2.1s	0ms	100.0%	3.1 MB	4.3 MB	190.3 KB	6.7 KB
208	66/fd522e	5855	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (UHRRep3)	CACHED	0	2024-10-17 13:56:33.728	2.4s	0ms	104.3%	3.1 MB	4.3 MB	193.4 KB	6.7 KB
206	ee/61a7c3	6848	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (UHRRep3)	CACHED	0	2024-10-17 13:56:36.145	2.2s	0ms	128.5%	6.6 MB	219.3 MB	28.4 MB	5.3 KB
214	3f/2d1854	11043	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (HBRRep2)	CACHED	0	2024-10-17 13:56:47.073	2.1s	0ms	126.3%	6.7 MB	219.3 MB	20.5 MB	5.3 KB
211	d6/8dd6aa	7146	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (UHRRep3)	CACHED	0	2024-10-17 13:56:36.633	3.1s	1s	124.0%	7.5 MB	220.7 MB	28.4 MB	214.1 KB
217	62/977b43	11451	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (HBRRep2)	CACHED	0	2024-10-17 13:56:48.663	3.1s	1s	118.7%	7.4 MB	220.7 MB	20.5 MB	209.9 KB
210	01/2c7762	10683	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (HBRRep1)	CACHED	0	2024-10-17 13:56:46.024	2.6s	0ms	120.9%	7.5 MB	220.7 MB	17 MB	209.3 KB
215	5d/d26368	19792	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE (all_samples)	CACHED	0	2024-10-17 13:58:57.247	9s	7s	121.6%	577.6 MB	3.7 GB	27.5 MB	93.7 KB
213	24/1c599f	17904	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE_SCALED (all_samples)	CACHED	0	2024-10-17 13:58:46.236	9.8s	8s	115.1%	654.4 MB	3.8 GB	27.6 MB	114.1 KB
209	a7/d9e7d7	18383	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE_LENGTH_SCALED (all_samples)	CACHED	0	2024-10-17 13:58:47.916	9.3s	8s	119.9%	522.5 MB	3.7 GB	27.6 MB	114 KB
216	15/70822e	19539	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_TRANSCRIPT (all_samples)	CACHED	0	2024-10-17 13:58:56.087	11.2s	9s	117.7%	714.9 MB	3.9 GB	27.9 MB	209.9 KB
218	87/743873	30944	NFCORE_RNASEQ:RNASEQ:MULTIQC (1)	COMPLETED	0	2024-10-17 15:53:00.679	1m 24s	1m 22s	116.4%	1016.6 MB	13 GB	163.6 MB	123.8 MB
